"","Plant_ID","date_measured_1","site","height_1","stem_diameter_1","leaf_l_1","leaf_w_1","N_leaves_1","herb_0_1","herb_1_1","herb_2_1","herb_3_1","herb_4_1","herb_5_1","herb_6_1","notes_1","treatment_herb_level","date_soil_pre","date_soil_post","flower_may_26","munched_may_24","height_2","stem_diameter_2","leaf_l_2","leaf_w_2","N_leaves_2","herb_0_2","herb_1_2","herb_2_2","herb_3_2","herb_4_2","herb_5_2","herb_6_2","notes_2","umbels_tot","umbels_open","umbels_sampled","nectar_date","nectar_umbel_num_from_bottom","flowers_on_nectar_umbel_tot","flowers_on_nectar_umbel_open","removals_nectar_umbel","insertions_all_umbels","open_flowers_all_umbels","pods_date","tot_pods_ever","tot_pods_present","viable_pods_present","date_floral_tissue_first_noticed","soil_photo_notes","poll_quant_date_t1","umbels_tot_t1","umbels_open_t1","nectar_umbel_num_t1","removals_t1","insertions_t1","open_flowers_t1","nectar_flowers_tot_t1","nectar_flowers_open_t1","poll_nec_notes_t1","poll_quant_date_t2","umbels_tot_t2","umbels_open_t2","nectar_umbel_num_t2","removals_t2","insertions_t2","open_flowers_t2","nectar_flowers_tot_t2","nectar_flowers_open_t2","poll_nect_notes_t2","nect_sug_t1","nect_sug_t2","pod_notes","herb","logHerb","year","measureElapsed","photoElapsed","growthRate","herbRate","flowered_binary","survival","postHerbPhotoNoTime","avg_herb_2"
"47",47,"2021-05-19","rv",34.3,8,7.9,3.4,6,6,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,95.3,8.8,14.2,6.5,26,16,2,2,0,0,0,6,"",4,1,"yes","6/27/21",1,41,37,23,0,37,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36652835408022,0.861424051733429,1,38,9,0.046800675157281,0.151836483786691,1,NA,1.36652835408022,1.61538461538462
"48",48,"2021-05-19","rv",42.1,10.7,14,7.1,12,12,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",1,0,103.5,10.9,16.7,7.5,28,11,9,1,0,0,0,7,"",7,5,"yes","6/27/21",5,49,49,85,19,82,"9/26/21",25,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521925590821555,0.419976369165248,1,38,9,0.0383797974746843,0.0579917323135061,1,NA,0.521925590821555,1.89285714285714
"49",49,"2021-05-19","rv",24.8,9.6,7.3,3.8,6,6,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,78.3,9.1,15,9,26,9,6,2,0,0,0,9,"",5,2,"yes","6/27/21",2,57,52,61,10,95,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.575351870923447,-0.856494384566947,1,38,9,0.0567699490662139,-0.0639279856581607,1,NA,-0.575351870923446,2.46153846153846
"50",50,"2021-05-19","rv",30.5,13.1,12,5.6,12,12,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",1,0,107,14.9,22.8,9.8,30,16,9,0,0,0,0,5,"",7,5,"yes","6/27/21",4,38,38,40,6,73,"9/26/21",21,7,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801378991271683,0.588552477854557,1,38,9,0.0660051768766178,0.0890421101412981,1,NA,0.801378991271683,1.3
"51",51,"2021-05-19","rv",39.1,12.5,17.9,7.5,12,12,0,0,0,0,0,0,"basal leaves yellow",1,"5/21/21","5/27/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"couldn't find",0,NA,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546171330830128,0.435781766036651,1,NA,9,NA,0.0606857034255698,0,NA,0.546171330830128,NA
"52",52,"2021-05-19","rv",37.3,11,12,8.2,10,10,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,78.8,8.8,15,9.4,28,5,9,1,3,1,0,9,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.754980002423949,-1.40641544900897,1,38,9,0.0292789614787639,-0.0838866669359943,0,NA,-0.754980002423949,2.78571428571429
"53",53,"2021-05-19","rv",24.9,9.1,10.4,5.4,8,8,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,63.5,10.5,16.8,10,24,13,3,0,0,0,0,8,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.517228928092438,-0.728212708895297,1,38,9,0.0407947579792856,-0.0574698808991598,0,NA,-0.517228928092438,2.125
"54",54,"2021-05-19","rv",24.3,2.3,6.1,2.2,6,4,2,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bitten off",0,NA,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,9,NA,NA,0,NA,NA,NA
"55",55,"2021-05-19","rv",24.1,11.5,8.3,5.2,8,5,0,0,0,0,0,3,"",2,"5/21/21","5/27/21",0,0,82,11,18.7,10.4,28,14,3,3,0,0,0,8,"",4,4,"yes","6/27/21",4,35,33,64,2,71,"9/26/21",16,6,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31310000635768,0.838588618958674,1,38,9,0.0632234112251583,0.145900000706409,1,NA,1.31310000635768,2.03571428571429
"56",56,"2021-05-19","rv",17.5,9.2,7.4,3.9,10,7,0,0,0,0,0,3,"",0,"5/21/21","5/27/21",0,0,14.4,8.5,6.4,4.3,4,2,0,0,0,0,0,2,"bitten",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.507634801972324,-0.708534565423774,1,38,9,-0.00466165413533835,-0.0564038668858138,0,NA,-0.507634801972324,3
"57",57,"2021-05-19","rv",19.5,6.8,6.3,2.6,4,4,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,56,9.2,13.5,6.1,32,24,4,0,0,0,0,4,"2 branching stems",1,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41176316752968,1.22722921559363,1,38,9,0.0492577597840756,0.267973685281076,1,NA,2.41176316752968,0.875
"58",58,"2021-05-19","rv",48.6,13.8,13.5,7.2,18,17,0,0,0,0,0,1,"",2,"5/21/21","5/27/21",1,0,110,14.1,16.3,10.5,34,13,6,10,0,0,0,5,"fallen over",6,4,"yes","6/27/21",5,38,38,74,7,94,"9/26/21",25,6,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627469572719734,0.487026399208299,1,38,9,0.033246696989387,0.0697188414133038,1,NA,0.627469572719734,1.64705882352941
"59",59,"2021-05-19","rv",57.2,13.9,12.8,6.8,18,15,1,0,0,0,0,2,"",1,"5/21/21","5/27/21",1,0,126,12.8,17.7,9.3,34,12,14,0,0,0,0,8,"",7,6,"yes","6/27/21",6,46,45,56,3,80,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48450746442264,0.910074436452039,1,38,9,0.0316525579683474,0.164945273824738,1,NA,1.48450746442264,1.82352941176471
"60",60,"2021-05-19","rv",50.5,13.9,11,5.8,14,13,1,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,146.7,14.4,18.9,10.7,36,15,16,0,0,0,0,5,"",7,4,"yes","6/27/21",4,55,54,66,3,99,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,9,0.0501302761855133,NA,1,NA,NA,1.27777777777778
"61",61,"2021-05-19","rv",31.8,8,5,4.3,7,5,0,1,0,0,0,1,"one node has only one leaf, and 2 leaves are dissected",1,"5/21/21","5/27/21",0,0,29.4,8.6,6.3,5.4,6,0,1,2,0,0,0,3,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.290184706930663,-0.342750493398383,1,38,9,-0.00198609731876862,-0.0322427452145181,0,NA,-0.290184706930663,3.83333333333333
"62",62,"2021-05-19","rv",40.8,11.2,11.5,6,14,14,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,99.5,12.8,12.2,8.2,36,21,6,0,0,0,0,9,"",5,3,"yes","6/27/21",2,32,32,46,14,58,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16762254508852,0.773630965600795,1,38,9,0.0378611971104231,0.129735838343169,1,NA,1.16762254508852,1.66666666666667
"63",63,"2021-05-19","rv",31.5,7.1,10.1,4.4,8,8,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,1,32.8,4.1,10.8,4.6,12,7,2,0,0,0,0,3,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,9,0.0010860484544695,NA,0,NA,NA,1.66666666666667
"64",64,"2021-05-19","rv",24,3.5,5.4,2.2,4,4,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,34.5,3.3,5.5,2.5,14,6,4,2,0,0,0,2,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523138360347662,0.420772917027414,1,38,9,0.0115131578947368,0.0581264844830736,0,NA,0.523138360347662,1.42857142857143
"65",65,"2021-05-19","rv",38.8,10.6,13.3,5.1,12,9,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,88.5,11.6,19.2,8,30,17,6,0,0,0,0,7,"",2,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98255231641308,1.09277941596369,1,38,9,0.0337086272381986,0.220283590712564,1,NA,1.98255231641308,1.6
"66",66,"2021-05-19","rv",34,7.5,12.4,4.5,10,10,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,64,7.8,17,6.9,22,3,14,0,0,0,0,5,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27776958097968,0.823196710207382,1,38,9,0.0232198142414861,0.141974397886631,0,NA,1.27776958097968,2
"67",67,"2021-05-19","rv",37.6,9.7,13.3,4.8,10,10,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,78.4,11.7,21.1,10,32,15,4,3,4,0,0,6,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.471181936719098,-0.637110832024848,1,38,9,0.028555431131019,-0.0523535485243442,0,NA,-0.471181936719098,1.8125
"68",68,"2021-05-19","rv",37,9.7,9.8,4.3,10,9,1,0,0,0,0,0,"one monarch egg",1,"5/21/21","5/27/21",0,0,95,10.9,15.5,7.7,26,5,13,3,0,0,0,5,"flowers shriveled",3,1,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6461023067078,0.973087729611894,1,38,9,0.0412517780938834,0.182900256300866,1,NA,1.64610230670779,1.88461538461538
"69",69,"2021-05-19","rv",34.7,9,8.6,3.5,8,7,0,0,0,0,0,1,"",2,"5/21/21","5/27/21",0,0,110.2,10.9,17.7,8.9,28,17,7,0,0,0,0,4,"",6,1,"yes","6/27/21",2,45,45,77,8,86,"9/26/21",11,3,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120815432080966,-0.128760428459153,1,38,9,0.0572576975580161,-0.0134239368978852,1,NA,-0.120815432080967,1.10714285714286
"70",70,"2021-05-19","rv",18.5,2.6,7.5,2.7,6,6,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bitten off",0,NA,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,9,NA,NA,0,NA,NA,NA
"71",71,"2021-05-19","rv",26.7,8.3,8.4,3.6,8,7,0,0,0,0,1,0,"",3,"5/21/21","5/27/21",1,0,79.2,9.4,14,7.5,26,7,7,0,0,0,0,12,"",4,3,"yes","6/27/21",2,48,47,43,14,85,"9/26/21",11,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.690134741155149,-1.17161772487773,1,38,9,0.0517445298639858,-0.0766816379061277,1,NA,-0.690134741155149,3.03846153846154
"72",72,"2021-05-19","rv",19.3,7.1,6.5,2.4,6,6,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,78.8,9.5,14,6.9,34,9,12,1,0,0,0,12,"2 branching stems",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363701270883907,0.310202525819258,1,38,9,0.0811289882737933,0.0404112523204341,0,NA,0.363701270883907,2.52941176470588
"73",73,"2021-05-19","rv",32.3,11.5,11.8,4,10,9,0,1,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,108.4,13,20.1,7.7,33,10,5,9,0,0,0,9,"",7,2,"yes","6/27/21",2,14,13,32,5,44,"9/26/21",16,3,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183707411337969,0.16865138712054,1,38,9,0.0620009776763891,0.0204119345931077,1,NA,0.183707411337969,2.33333333333333
"74",74,"2021-05-19","rv",37.1,8.2,12.1,4.6,12,12,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",1,0,73,8.3,15.3,5.6,29,9,6,2,0,0,0,12,"",1,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.593358518422024,-0.89982336238668,1,38,9,0.0254646049084977,-0.0659287242691138,1,NA,-0.593358518422024,2.82758620689655
"75",75,"2021-05-19","rv",28.7,6.9,7.9,2.5,8,8,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,59,8.5,14.5,6.2,24,7,6,1,2,0,0,8,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387492030050176,-0.490193324484935,1,38,9,0.0277828718136805,-0.0430546700055751,0,NA,-0.387492030050176,2.58333333333333
"76",76,"2021-05-19","rv",45.8,10.5,14.4,4.9,12,11,1,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,97.6,11.9,17.5,6.7,40,12,19,0,0,0,0,9,"",2,0,"no","",NA,NA,NA,NA,NA,NA,"9/26/21",3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16777374839922,1.42738201996407,1,38,9,0.0297632728108481,0.351974860933247,1,NA,3.16777374839922,1.825
"77",77,"2021-05-19","rv",35.4,9.6,10.1,3.6,10,10,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,85.7,11.1,18.9,8.1,31,8,8,3,0,0,0,12,"",4,1,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.556900586484847,-0.813961124372349,1,38,9,0.0373922093369016,-0.0618778429427607,1,NA,-0.556900586484846,2.7741935483871
"78",78,"2021-05-19","rv",29.7,7.1,8.2,2.5,10,10,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,32.6,6,6.8,2.6,8,0,2,0,0,0,0,6,"bitten",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252934923821897,-0.291602980939471,1,38,9,0.00256955520113415,-0.0281038804246552,0,NA,-0.252934923821897,4.75
"79",79,"2021-05-19","rv",37.6,8,9.8,6.1,10,10,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,88.3,10.4,13.1,10.6,28,7,11,7,0,0,0,3,"",0,0,"no","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821663236225459,0.599749949825294,1,38,9,0.0354843225083987,0.0912959151361621,0,NA,0.821663236225459,1.53571428571429
"80",80,"2021-05-19","rv",38,12.3,13.3,6.2,14,14,0,0,0,0,0,0,"weevil stem damage",0,"5/21/21","5/27/21",1,0,116.5,16.6,19.9,10.3,36,22,9,1,0,0,0,4,"",10,6,"yes","6/27/21",4,49,46,161,33,161,"9/26/21",30,5,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,9,0.0543628808864266,NA,1,NA,NA,0.972222222222222
"81",81,"2021-05-20","mea",9.4,2.4,5.3,1.4,4,4,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bitten off",0,NA,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,NA,NA,0,NA,NA,NA
"82",82,"2021-05-20","mea",31.8,7.7,15.6,6.4,12,12,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,62.8,7.6,15,5,22,5,3,0,4,0,0,10,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0243710691823899,NA,0,NA,NA,3.40909090909091
"83",83,"2021-05-20","mea",21.6,6.7,12.8,4.2,10,10,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,55.5,6.9,15.2,4.3,16,11,1,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0392361111111111,NA,0,NA,NA,1.5625
"84",84,"2021-05-20","mea",21.5,7.2,12.6,4.7,8,8,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,39.1,6.4,14,4.5,14,0,4,0,4,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0204651162790698,NA,0,NA,NA,3.71428571428571
"85",85,"2021-05-20","mea",21.4,6.2,9.4,3.8,8,8,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,27.8,5,8,3.3,8,1,5,0,0,0,0,2,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0074766355140187,NA,0,NA,NA,2.125
"86",86,"2021-05-20","mea",29.6,6.8,15.1,6.2,10,9,0,0,0,0,0,1,"",3,"5/21/21","5/27/21",0,0,55.8,8.7,17.2,8,24,3,6,3,6,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0221283783783784,NA,0,NA,NA,2.75
"87",87,"2021-05-20","mea",28.8,8.5,14.5,5.8,16,16,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,71.7,7,11.8,5.6,32,23,5,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0372395833333333,NA,0,NA,NA,0.90625
"88",88,"2021-05-20","mea",17.7,5.2,11.3,4,10,10,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,58.6,4.3,10.4,3.4,24,9,11,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0577683615819209,NA,0,NA,NA,1.45833333333333
"89",89,"2021-05-20","mea",20.4,5,8.9,3.4,12,11,0,0,0,0,0,1,"",1,"5/21/21","5/27/21",0,0,34.5,5,7.7,3.3,14,1,11,0,0,0,0,2,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0172794117647059,NA,0,NA,NA,1.64285714285714
"90",90,"2021-05-20","mea",31,9.6,14.5,5.9,14,13,1,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,75.2,10.1,12.5,5.6,30,7,7,0,11,0,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0356451612903226,NA,0,NA,NA,2.33333333333333
"91",91,"2021-05-20","mea",27.4,9.4,13,5,12,12,0,0,0,0,0,0,"basal leaves yellow",0,"5/21/21","5/27/21",0,0,65.1,8.4,16.2,6.7,22,11,4,0,0,0,2,5,"flowers dead",2,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0343978102189781,NA,1,NA,NA,2
"92",92,"2021-05-20","mea",18.6,7,8.2,3.6,12,7,3,1,1,0,0,0,"",0,"5/21/21","5/27/21",0,0,31.2,5.8,9.8,4.1,16,5,1,0,0,0,0,10,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0169354838709677,NA,0,NA,NA,3.8125
"93",93,"2021-05-20","mea",34,11.4,13.7,6.7,14,14,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,82.7,11.2,10.2,6.3,28,7,7,10,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0358088235294118,NA,0,NA,NA,1.82142857142857
"94",94,"2021-05-20","mea",17.3,7.9,11.7,4.1,12,12,0,0,0,0,0,0,"basal leaves yellow",0,"5/21/21","5/27/21",0,0,56.8,7.6,13,3.7,20,12,4,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0570809248554913,NA,0,NA,NA,1.4
"95",95,"2021-05-20","mea",24.7,6.6,10.5,5,14,13,0,1,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,50.3,7,10.6,5,28,6,6,2,8,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0259109311740891,NA,0,NA,NA,2.5
"96",96,"2021-05-20","mea",26.5,5.2,10.7,3.9,8,8,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,54.8,5.9,11.9,4.7,19,6,6,5,0,0,0,2,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0266981132075472,NA,0,NA,NA,1.47368421052632
